"bark" "Alt" "CAP"
"321" 1.95 7 373.397390861473
"322" 1.1 7 383.273750855041
"323" 2.55 10 895.820308461757
"324" 1.25 7 106.59879778409
"325" 0.45 7 127.323954473516
"326" 1.3 12 108.941558546402
"327" 1.4 11 157.583288028863
"328" 2 13 86.659866513537
"329" 1.55 11 164.745260467998
"330" 2.65 10 175.786634644998
"331" 1 18 172.066387850225
"332" 1.65 8 124.160749979565
"333" 2.55 20 346.639466054148
"334" 1.5 15 114.909868912348
"335" 2.3 10 168.385929791225
"336" 1.6 15 97.4824026437859
"337" 1.9 11 484.149336885546
"338" 1.2 7 168.385929791225
"339" 1.5 7 97.4824026437859
"340" 0.85 12 183.346494441863
"341" 2.25 9 140.374659807052
"342" 0.9 14 524.689283989913
"343" 0.9 13 373.397390861473
"344" 0.9 10 207.793489475494
"345" 0.9 10 236.364984859351
"346" 0.9 13 298.052645027054
"347" 0.9 9 117.341756442793
"348" 0.9 10 232.908139495395
"349" 0.9 10 204.553094834143
"350" 0.9 7 85.0913945493664
"351" 0.9 9 164.745260467998
"352" 0.9 7 95.8184377137601
"353" 0.9 10 315.842984565866
"354" 0.9 14 1184.43108648989
"355" 0.9 12 417.126007250687
"356" 0.9 11 190.286445735386
"357" 0.9 9 126.688130475864
"358" 0.9 9 119.18238335965
"359" 1.3 12 515.681909985627
"360" 0.9 9 84.5717536601714
"361" 0.9 10 315.842984565866
"362" 0.9 11 537.692242840521
"363" 0.9 9 96.3715011410044
"364" 0.9 10 138.376469496533
"365" 0.8 10 81.9974224556599
"366" 0.7 8 79.4628799869215
"367" 1.2 12 275.134333221821
"368" 2.5 14 1301.76090631195
"369" 0.4 8 101.989670632148
"370" 0.6 9 98.599670344291
"371" 0.3 20 89.8397822765131
"372" 0.4 30 141.714744427885
"373" 0.65 15 100.853304338472
"374" 2.8 9 989.327020627108
"375" 3 9 718.186680702178
"376" 2.5 9 304.909835750168
"377" 1.35 9 191.06550918182
"378" 1.3 6 138.376469496533
"379" 1.7 8 147.138744888457
"380" 2.5 9 458.430693856611
"381" 2.1 8 1271.40607979074
"382" 1.7 6 1048.75468060291
"383" 2 7 154.061984912955
"384" 2.9 9 1420.37510652476
"385" 1.3 3 114.909868912348
"386" 2.45 8 3167.2032618966
"387" 1 8 209.423236092755
"388" 0.9 8 133.769729668738
"389" 1.4 6 177.285874208924
"390" 1.6 8 192.628410722983
"391" 1.5 8 246.888309696587
"392" 2.2 7 331.062175999029
"393" 2.25 8 262.188670150727
"394" 1.05 9 383.273750855041
"395" 2.3 10 660.430147628844
"396" 2.5 7 226.070843140167
"397" 2.6 10 889.078505072385
"398" 1.2 6 175.786634644998
"399" 1.25 10 223.533117572567
"400" 1.3 9 1074.49003490087
"401" 2.8 9 1533.09500342016
"402" 1 9 152.664604512608
"403" 1.15 7 140.374659807052
"404" 2.4 9 331.062175999029
"405" 2.4 9 373.397390861473
"406" 1 6 121.65883427416
"407" 2 8 244.235992569961
"408" 0.85 NA 267.698614280568
"409" 1 8 244.235992569961
"410" 0.55 7 336.214817281629
"411" 2.1 8 463.275370324328
"412" 1 10 195.773312398479
"413" 1.9 8 234.633379078511
"414" 0.95 10 1026.94408720159
"415" 2.45 8 177.285874208924
"416" 1.6 7 79.9666053818073
"417" 1.3 9 394.398681377164
"418" 1.3 8 154.061984912955
"419" 2.7 8 322.900710517276
"420" 2 7 445.239136398439
"421" 1.5 8 89.8397822765131
"422" 2.45 8 290.311348595064
"423" 0.95 8 146.455174407878
"424" 1.1 8 89.3058174424398
"425" 1 11 183.346494441863
"426" 2.1 10 432.240156421409
"427" 0.4 7 127.323954473516
"428" 2.1 9 385.486004564018
"429" 0.9 8 83.537246530074
"430" 1.75 2 99.1606915186899
"431" 1.25 7 81.4873308630504
"432" 1.4 7 141.714744427885
"433" 3 13 1255.36326152708
"434" 1.4 6 78.9607461414666
"435" 1.25 6 343.495360153368
"436" 1.85 6 270.475072262806
"437" 0.75 NA 81.4873308630504
"438" 2.85 6 254.031183542552
"439" 1 6 242.475738899364
"440" 1.1 9 737.976802100939
"441" 2.7 8 750.289028498528
"442" 1.2 9 108.941558546402
"443" 1.3 9 150.58047053282
"444" 0.95 7 88.2426624225859
"445" 3.8 12 808.558040488618
"446" 2.25 13 4387.1887668985
"447" 1.7 10 326.968710862705
"448" 1.25 7 94.1687967286126
"449" 1.3 11 300.003884629361
"450" 1.15 9 359.359129106052
"451" 2.25 9 459.639475649394
"452" 1.5 10 124.160749979565
"453" 1 6 232.047907027983
"454" 1.3 9 528.573460376071
"455" 1.7 6 112.503446172799
"456" 1.3 8 147.138744888457
"457" 2.2 8 157.583288028863
"458" 3 7 211.05934890774
"459" 1.3 13 476.729533438602
"460" 1.1 11 1604.60013625249
"461" 1.5 12 412.529612494193
"462" 2.1 12 480.432273189635
"463" 0.9 10 265.855600039564
"464" 1.85 13 941.993544776863
"465" NA 7 84.0537043204072
"466" 0.35 11 83.537246530074
"467" 1 11 83.537246530074
"468" 1.6 12 509.295817894065
"469" 0.9 10 138.376469496533
"470" 1.4 12 418.279084813387
"471" 0.8 9 86.659866513537
"472" 1 10 131.819285841147
"473" 1.9 13 546.889011227086
"474" 1.1 11 312.842118113869
"475" 0.6 11 359.359129106052
"476" 1.2 11 404.547196323419
"477" 0.9 8 90.9124865929524
"478" 1 10 169.853338366533
"479" 0.8 11 97.4824026437859
"480" 0.9 12 111.905819361489
"1100" 0.65 5 28
"2100" 0.2 5 15
"3100" 0.95 7 41
"481" 0.45 6 44.5
"510" 0.3 4 11.5
"610" 0.35 4 25
"710" 0.8 8 88.5
"810" 1.05 12 37
"910" 1.1 12 42.5
"1010" 0.85 11 38.5
"1110" 0.95 8 29
"1210" 0.9 9 19.5
"1310" 1.3 9 41.5
"1410" 0.45 4 14
"1510" 1.1 15 42
"1610" 2.5 17 51
"1710" 1.05 7 24.5
"1810" 0.75 4.5 18.5
"1910" 0.3 3 12
"2010" 0.1 6.5 10
"2110" 0.35 7.5 11.5
"2210" 0.65 8 12
"2310" 1.15 13 37.5
"2410" 0.5 2 13
"2510" 0.85 7 26.5
"2610" 1.15 12 109
"2710" 0.5 7 21
"2810" 0.4 6 13
"2910" 0.9 2 16
"3010" 0.5 10 36
"3110" 0.5 7 13.5
"3210" 1.2 7 43.5
"3310" 1.7 18 57
"3410" 0.55 10 44.5
"3510" 0.55 7 13
"3610" 1 9 57
"3710" 0.45 2.5 13
"3810" 0.55 4.5 15.5
"3910" 0.55 3 17
"4010" 0.8 8 76
"4110" 1.15 13 23
"4210" 1.1 12 38.5
"4310" 0.95 4.5 45
"4410" 0.6 5 18.5
"4510" 0.5 3 11
"4610" 3 25 126
"4710" 1.15 7 22.5
"482" 0.5 3 12
"491" 1.6 9 96
"501" 1.5 15 44.5
"511" 0.85 5 15
"521" 0.65 7 50.5
"531" 0.45 5 25.2
"541" 2.1 20 98
"551" 1.65 7 28.5
"561" 0.5 5 12.5
"571" 0.55 6.5 19
"581" 0.67 18 58
"591" 1.6 13 58
"601" 0.6 6 17
"611" 0.5 8 29
"621" 0.4 5.5 10.5
"631" 1 10 40.5
"641" 0.7 8 21.5
"651" 0.5 7 15.5
"661" 0.55 3.5 13
"671" 0.65 7 23.5
"681" 1.45 10 55.5
"691" 0.65 2.5 16.5
"701" 1.45 20 91
"711" 0.75 9 52
"721" 0.65 6 19
"731" 1.25 8 39
"741" 0.5 5 11
"751" 0.4 9 16
"761" 1.2 11 35.5
"771" 0.7 12 27.5
"781" 1.05 13 38
"791" 0.45 3.5 10
"801" 0.4 5.5 12
"811" 0.35 14 55
"821" 1.1 11 25
"831" 1.15 19 42
"841" 1 19 24.5
"851" 0.9 8 24
"861" 0.65 6 15
"871" 0.6 7.5 21.5
"881" 1.3 2.3 19
"891" 0.95 8 17.5
"901" 2.15 12 59.5
"911" 0.25 5 10.5
"921" 0.5 16 41.5
"931" 0.35 9 16
"941" 0.4 6.5 15
"951" 0.5 5 20
"961" 0.45 3.2 16
"971" 0.55 5.5 15.5
"981" 0.4 4.5 16
"991" 1.2 6 31
"1001" 0.45 4 27
"1011" 1 5 12.5
"1021" 1.2 4.5 18.5
"1031" 0.85 4 12
"1041" 1.75 6 27
"1051" 0.75 2.5 10.3
"1061" 1.35 15 62.3
"1071" 0.5 4.5 37.3
"1081" 1.3 5.5 23
"1091" 0.45 6 11
"1101" 1.8 11 79.5
"1111" 0.45 5.5 13.5
"1121" 1.3 16 83
"1131" 1.05 18 38
"1141" 0.6 8 19.7
"1151" 3.4 16 56.2
"1161" 0.45 7 21.2
"1171" 0.6 7.5 18.5
"1181" 0.3 4 11.7
"1191" 0.4 7 39
"1201" 0.35 6.5 26.5
"1211" 0.4 7 12.5
"1221" 1.4 10 39.6
"1231" 1.1 18 43.1
"1241" 1.67 12 40.5
"1251" 0.75 6 18.5
"1261" 0.75 11 26.9
"1271" 0.4 2.3 16.4
"1281" 0.9 12 28.5
"1291" 0.6 2.5 14
"1301" 0.9 5 14.5
"1311" 0.3 7 15.5
"1321" 0.4 12 42
"1331" 0.6 9 19
"1341" 1.6 4 23
"1351" 1.6 16 49.3
"1361" 0.45 6 14.5
"1371" 0.5 9 15.6
"1381" 3.6 6 18.5
"1391" 1.2 6 23.2
"1401" 0.4 6 17
"1411" 1.85 10 56.5
"1421" 3.3 4.5 11
"1431" 2.15 18 49.5
"1441" 0.55 5.5 12
"1451" 0.5 3.5 10
"1461" 1.35 9 23.5
"1471" 3.75 10 28
"1481" NA 21 47.5
"1491" NA 5 10.5
"1501" 1.95 20 73
"1511" 1.3 NA 44.5
"1521" 0.55 6.5 44.5
"1531" 0.6 14 215.3
"1541" 0.3 7.5 20.7
"1551" 0.9 4.5 19.5
"1561" 0.4 9 14.7
"1571" 1.3 23 92.3
"1581" 2.05 21 48.5
"1591" 0.5 6 11.5
"1601" 2.1 10 49.6
"1611" 0.5 5 13.8
"1621" 0.9 7 17
"1631" 3.6 10 33
"1641" 0.45 7 24.3
"1651" 0.5 7 15.5
"1661" 0.5 5.5 13
"1671" 1.95 15 58
"1681" 0.45 9 36.5
"1691" 0.45 11 85
"1701" 2.4 23 148
"1711" 0.55 10 78.6
"1721" 0.5 9 23.4
"1731" 0.4 5.6 15.7
"1741" 1 10 15.7
"1751" 1.35 12 24
"1761" 0.55 11 23.2
"1771" 0.45 6 14
"1781" 0.5 5 29
"1791" 0.5 10 21
"1801" 0.8 7 17
"1811" 1.2 11 37
"1821" 0.5 3 13
"1831" 1.3 20 55
"1841" 1.55 19 49
"1851" 0.2 5 15.5
"1861" 1.55 18 41.6
"1871" 0.3 8 19.5
"1881" 1.3 23 49.5
"1891" 0.95 15 36.3
"1901" 1.5 24 52.5
"1911" 0.5 12 27
"1921" 1.8 24 59.3
"1931" 0.5 9 58.5
"1941" 0.5 15 29
"1951" 1.45 25 146
"1961" 0.5 7 24.5
"1971" 1.6 23 51.5
"1981" 0.45 6.5 12.5
"1991" 0.4 6.5 16
"2001" 0.35 7 13.2
"2011" 0.45 5 12.5
"2021" 0.65 9 33.6
"2031" 1.4 9 18
"2041" 0.45 5 12
"2051" 1.2 6 21.3
"2061" 0.25 7 11
"2071" 1.2 8 32.7
"2081" 1.6 23 66
"2091" 0.4 9 13.7
"2101" 1.2 8 26.7
"2111" 1.05 9 33
"2121" 1.2 20 45
"2131" 0.45 7 52.3
"2141" 1.05 18 35.5
"2151" 1.2 22 46.5
"2161" 1.7 19 39
"2171" 1.5 14 69.5
"2181" 0.5 5 16
"2191" 0.45 8 15
"2201" 0.95 8 25
"2211" 1.05 11 34
"2221" 1.6 15 50.2
"2231" 0.75 14 38
"2241" 0.38 26 98.5
"2251" 1.1 19 42
"2261" 0.8 20 65
"2271" 1 20 43
"2281" 0.75 6 24.2
"2291" 2.8 24 86
"2301" 1.5 16 65.5
"2311" 1.05 11 25
"2321" 1.5 10 45.5
"2331" 0.45 6 26
"2341" 0.5 6 16
"2351" 1 9 36
"2361" 1.15 16 76
"2371" 1.3 20 53
"2381" 0.95 20 36
"2391" 0.45 7 13.5
"2401" 1.45 10 57.5
"2411" 0.35 7 64
"2421" 0.85 11 32
"2431" 1.05 10 42
"2441" 0.45 3 12
"2451" 0.5 3.5 12
"2461" 0.65 11 35.5
"2471" 2.15 17 83.5
"2481" 1.5 15 42.5
"2491" 1 17 31.5
"2501" 1 5.5 20
"2511" 0.55 7 28.7
"2521" 1.2 18.5 41
"2531" 1.85 20 58.1
"2541" 1.05 8 30
"2551" 1.2 14 48.5
"2561" 1.1 6 21.5
"2571" 1.25 16 41.3
"2581" 0.7 6 113.5
"2591" 1.15 15 33.8
"2601" 0.5 4.5 12.5
"2611" 1.3 8 102.4
"2621" 0.3 4 28
"2631" 0.9 16 30.6
"2641" 5 5 27.5
"2651" 4.75 13 84
"2661" 1.15 12 32.1
"2671" 1.7 17 46
"2681" 0.65 6.5 14.5
"2691" 2.55 15 58
"2701" 0.8 6.5 17.5
"2711" 0.75 4 19.5
"2721" 0.65 9 26.5
"2731" 0.5 9 89.3
"2741" 0.6 12 19.6
"2751" 0.4 17 55
"2761" 1.5 6.5 35.9
"2771" 0.85 4 14
"2781" 1.89 19 54.8
"2791" 0.8 9.5 20
"2801" 1.45 9 47.1
"2811" 0.35 6 13.3
"2821" 0.7 17 59.4
"2831" 0.6 7 25.2
"2841" 0.7 15 53
"2851" 0.65 5 20
"2861" 2.4 18 52.6
"2871" 1.2 10 30
"2881" 0.5 5 15
"2891" 0.4 6 23
"2901" 0.45 4.5 14
"2911" 0.6 10 29.3
"2921" 1.25 17 99
"2931" 0.2 3 13
"2941" 0.6 8 55.5
"2951" 0.45 4 10.7
"2961" 1.35 17 39.5
"2971" 0.45 7 33
"2981" 1.1 4.5 29
"2991" 0.95 18 91.4
"3001" 0.5 15 53.2
"3011" 0.75 8 60.5
"3021" 1.45 18 56
"3031" 1.45 17 44
"3041" 0.25 4 11.3
"3051" 1 16 33.5
"3061" 0.7 10 75.5
"3071" 0.45 4.5 24.2
"3081" 5.5 16 128
"3091" 0.55 5.5 21.5
"3101" 0.35 5.5 11
"3111" 2.1 20 86
"3121" 0.95 17 31.8
"3131" 5.5 21 299
"3141" 5.5 7 72.5
"3151" 0.55 3 11.5
"3161" 1.15 8 28.9
"3171" 0.5 4.5 14.3
"3181" 1.25 4 13.5
"3191" 0.4 3.5 10
"3201" 0.85 10 37.2
"3211" 0.55 22 104.7
"3221" 2.35 18 67.2
"3231" 0.55 3 11.5
"3241" 0.4 6.5 19.7
"3251" 0.3 6.5 11.5
"3261" 1.1 7 26
"3271" 2.75 8 38.5
"3281" 1.9 8.5 36.5
"3291" 0.45 3.5 22.5
"3301" 0.5 2.8 10.5
"3311" 0.4 5.5 36
"3321" 0.3 2 11.5
